"","Q4.1","Q4.2","Q4.3","Q4.4","Q4.5","Q4","Q7.1","Q7.2","Q7.3","Q7.4","Q7.5","Q7.6","Q8","Q9","Q10.1","Q10.2","Q10.3","Q10.4","Q10","Q12","Q13","Q14","Q15.1","Q15.2","Q15.3","Q15.4","Q15.5","Q15.6","Q15.7","Q15","Q16","Q17","Q18","Q20","Q21","Q22","Q23","Q24.1","Q24.2","Q24.3","Q24.4","Q24.5","Q24.6","Q24","Q25.1","Q25.2","Q25.3","Q25.4","Q25.5","Q25.6","Q25.7","Q25.8","Q25","Q26","Q27.1","Q27.2","Q27.3","Q27.4","Q27.5","Q27.6","Q27","Q28","Q29","Q30","Q31.1","Q31.2","Q31.3","Q31.4","Q31.5","Q31","Q32","Q33","Q34.1","Q34.2","Q34.3","Q34.4","Q34","Q35.1","Q35.2","Q35.3","Q35.4","Q35.5","Q35.6","Q35.7","Q35","Q41.1","Q41.2","Q41.3","Q41.4","Q41.5","Q41","Q42.1","Q42.2","Q42.3","Q42.4","Q42.5","Q42","Q43.1","Q43.2","Q43.3","Q43.4","Q43.5","Q43.6","Q43","Q44","Q45","Q46","Q47","Q48","Q37","Q39","Q36","Q40","knowledge.total"
"Q34",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0817145843731723,1,1,1,1,0.000115365884881347,0.273502688967724,0.194367670550985,9.42048405805276e-109,2.49409002546115e-09,0.000126322480083298,2.25318102325273e-72,0,1,1,1,1,0.993709344423648,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"Q35.1",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,2.8954638645905e-13,2.98955899878549e-10,8.08020005361002e-05,1,1,7.99903413491718e-14,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"Q35.2",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.369978736145294,1,1,1,1,1,1,1,1,1,1,1,0,1.29405733780245e-12,1.27620394714714e-10,0.000345507971773418,1,1,9.8001999579862e-11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"Q35.3",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2.8954638645905e-13,1.29405733780245e-12,0,1.67027293323527e-21,1.35303093669376e-05,1,1,2.11127492461774e-08,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"Q35.4",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2.98955899878549e-10,1.27620394714714e-10,1.67027293323527e-21,0,4.13029375124979e-05,4.25736016548046e-07,1,3.03435144572256e-14,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"Q35.5",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.00299507938836593,1,0.00412080714509134,1,1,1,1,1,1,1,1,1,1,1,1,1,0.394417029038904,1,0.993709344423648,8.08020005361002e-05,0.000345507971773418,1.35303093669376e-05,4.13029375124979e-05,0,3.40535311973535e-11,7.9463000596581e-05,1.10664144282673e-64,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0944017926770575,1,0.0955847446167419,1,1,1,1,1,1,1,1,1,1
"Q35.6",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0561467888231292,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4.25736016548046e-07,3.40535311973535e-11,0,0.00187568475884141,5.14667155351145e-32,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"Q35.7",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.168392332348411,0.127038145418503,0.00247519652183257,1,1,1,1,1,0.0540469513078458,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7.9463000596581e-05,0.00187568475884141,0,9.87569640088979e-101,1,1,1,1,1,1,1,1,1,1,1,0.490374200727262,1,0.0174079071663369,0.0439239684011213,0.000767041100233387,0.00384249107565158,1,3.16065804291832e-05,1,1,1,1,1,0.645747732658645,1,0.571214392328731,1,0.023249756785953
"Q35",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9.52448239149002e-05,0.000134869102990966,7.15144305614985e-09,1,1,1,1,1,0.0454344023202279,1,1,1,1,1,1,1,1,0.0803369087444998,1,7.99903413491718e-14,9.8001999579862e-11,2.11127492461774e-08,3.03435144572256e-14,1.10664144282673e-64,5.14667155351145e-32,9.87569640088979e-101,0,1,1,1,1,1,1,1,0.207596621963212,1,1,0.591407631029591,0.0151393539643497,1,0.27214986095104,0.0565472822621985,0.00231688508550889,9.54853709857311e-06,1,3.11116252778737e-07,1,1,1,1,1,1,1,0.229835714573892,1,0.109556268131536
"Q41.1",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1.2262835642447e-89,9.10850664043845e-52,2.447473000942e-30,2.94966139901555e-27,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"Q41.2",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.2262835642447e-89,0,2.32479274596001e-19,6.4113065327013e-07,0.0126551093879858,1.03123193638959e-78,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"Q41.3",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9.10850664043845e-52,2.32479274596001e-19,0,2.49157066812232e-28,1.0868631616786e-08,4.88720893282883e-59,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"Q41.4",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2.447473000942e-30,6.4113065327013e-07,2.49157066812232e-28,0,5.88948907672087e-21,2.17199045896343e-39,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"Q41.5",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2.94966139901555e-27,0.0126551093879858,1.0868631616786e-08,5.88948907672087e-21,0,1.54887491144057e-38,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"Q41",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1.03123193638959e-78,4.88720893282883e-59,2.17199045896343e-39,1.54887491144057e-38,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"Q42.1",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0.000924207925409128,1,1,1,1,0.000227962208451414,1,3.83409507868156e-05,1,1,1,1,1,1,1,1,1,1
"Q42.2",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.207596621963212,1,1,1,1,1,1,1,0,2.49363936420987e-07,8.70103907360395e-12,3.27622004270357e-18,1.4521737211038e-41,1,9.72778395976243e-17,7.35841219083355e-08,4.13763285836666e-13,2.7754653627797e-07,1,1.15057956778037e-16,1,1,1,1,1,1,1,0.0264235794236526,0.425237151681495,0.20149641982327
"Q42.3",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2.49363936420987e-07,0,2.94804833872117e-19,1.55518823730239e-12,2.38346791576455e-78,2.71755376866017e-07,1,0.0113572356298287,0.254660150427712,0.153754178926318,1,2.33570238981684e-08,1,1,1,1,1,1,1,1,1,1
"Q42.4",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8.70103907360395e-12,2.94804833872117e-19,0,9.04228416469099e-29,1.73793840348998e-61,0.00684400651918344,0.00735351157380569,1.66534029404661e-16,5.77473418026239e-16,1.71767108967274e-08,1,5.36426548160034e-16,1,1,1,1,1,1,1,0.120538807269318,1,1
"Q42.5",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.133538089010899,1,1,1,1,1,1,1,1,1,1,1,1,1,0.00867619599465299,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.591407631029591,1,1,1,1,1,1,1,3.27622004270357e-18,1.55518823730239e-12,9.04228416469099e-29,0,3.20174415619384e-110,0.00604191252677362,0.0983302183441569,1.69833322844924e-07,1.85640610875143e-10,8.92958233601899e-16,1,7.55942500995126e-21,1,1,1,1,1,1,1,1,1,1
"Q42",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.490374200727262,0.0151393539643497,1,1,1,1,1,1,0.000924207925409128,1.4521737211038e-41,2.38346791576455e-78,1.73793840348998e-61,3.20174415619384e-110,0,2.95833749318924e-07,0.000172917037836563,1.34867324166073e-11,1.55487851260789e-14,5.9697902523546e-17,1,5.28997674297521e-31,1,1,1,1,1,1,1,1,1,1
"Q43.1",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2.71755376866017e-07,0.00684400651918344,0.00604191252677362,2.95833749318924e-07,0,1,2.6067329166096e-06,1.26578546810179e-09,1.60150362417863e-06,1.19639102593617e-08,1.33792760578643e-30,1,1,1,1,1,1,1,1,1,1
"Q43.2",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.077112464843715,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0174079071663369,0.27214986095104,1,1,1,1,1,1,1,9.72778395976243e-17,1,0.00735351157380569,0.0983302183441569,0.000172917037836563,1,0,7.75589948559418e-20,2.29313958230032e-30,5.43809969645413e-13,3.37574223577141e-12,4.58996421801802e-39,1,1,1,1,1,1,1,1,1,1
"Q43.3",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0439239684011213,0.0565472822621985,1,1,1,1,1,1,1,7.35841219083355e-08,0.0113572356298287,1.66534029404661e-16,1.69833322844924e-07,1.34867324166073e-11,2.6067329166096e-06,7.75589948559418e-20,0,1.33683810779659e-45,7.25857611190534e-15,1.75333715755499e-12,2.19014440405001e-38,1,1,1,1,1,1,1,1,1,1
"Q43.4",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.260579374502945,1,1,0.057967034532426,1,1,1,1,1,1,1,1,1,1,1,1,1,0.393206971841192,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.000767041100233387,0.00231688508550889,1,1,1,1,1,1,1,4.13763285836666e-13,0.254660150427712,5.77473418026239e-16,1.85640610875143e-10,1.55487851260789e-14,1.26578546810179e-09,2.29313958230032e-30,1.33683810779659e-45,0,1.17021731041721e-39,3.37882613371659e-09,1.33990120759679e-65,1,1,1,1,1,1,1,0.00778831033751431,0.169473725081117,0.00560809002772388
"Q43.5",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.160305388215093,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.877422389969742,1,1,1,1,1,1,1,1,1,1,1,1,1,0.244617620773476,1,1,1,1,1,1,0.0944017926770575,1,0.00384249107565158,9.54853709857311e-06,1,1,1,1,1,1,0.000227962208451414,2.7754653627797e-07,0.153754178926318,1.71767108967274e-08,8.92958233601899e-16,5.9697902523546e-17,1.60150362417863e-06,5.43809969645413e-13,7.25857611190534e-15,1.17021731041721e-39,0,0.000256258229894477,3.39750977257775e-130,1,1,1,1,1,1,1,1,1,0.0742469694861268
"Q43.6",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.19639102593617e-08,3.37574223577141e-12,1.75333715755499e-12,3.37882613371659e-09,0.000256258229894477,0,4.69323624147981e-06,1,1,1,1,1,1,1,1,1,1
"Q43",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.49825721175891,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.782264402219099,0.571624308599073,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0955847446167419,1,3.16065804291832e-05,3.11116252778737e-07,1,1,1,1,1,1,3.83409507868156e-05,1.15057956778037e-16,2.33570238981684e-08,5.36426548160034e-16,7.55942500995126e-21,5.28997674297521e-31,1.33792760578643e-30,4.58996421801802e-39,2.19014440405001e-38,1.33990120759679e-65,3.39750977257775e-130,4.69323624147981e-06,0,1,1,1,1,1,1,1,0.0569266828564025,0.148894320398811,0.00533277910684539
"Q44",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
"Q45",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.257499951528682,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,3.67952419373281e-20,1,1,1,1,1,1,0.103247217382794
"Q46",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.614204853177516,0.180484105573113,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.13817553874937,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3.67952419373281e-20,0,1,1,1,1,1,1,1
"Q47",1,1,1,1,1,1,1,1,1,1,1,1,0.0194889350123906,1,1,1,1,1,1,0.0690444351250704,0.0639071459689675,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.120089320532137,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1.610228509257e-26,1,1,1,1,1
"Q48",1,1,1,1,1,1,1,1,1,1,1,1,0.00494775640682196,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.559894158183222,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.610228509257e-26,0,1,1,1,1,1
"Q37",1,1,1,1,1,1,1,1,1,1,1,1,0.8334697869773,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.106645201667795,1,1,1,1,1,1,1,1,1,1,1,0.0220477999302885,0.000655905574182156,0.000888650202841355,1,1,1,1,0.569623185730344,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.645747732658645,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,2.34493395799779e-05,6.0836534554102e-05,4.95068198859352e-63
"Q39",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.00109418705214055,0.115421262833319,7.87749762948616e-46
"Q36",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.476048781071915,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0894014945481335,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.571214392328731,0.229835714573892,1,1,1,1,1,1,1,0.0264235794236526,1,0.120538807269318,1,1,1,1,1,0.00778831033751431,1,1,0.0569266828564025,1,1,1,1,1,2.34493395799779e-05,0.00109418705214055,0,5.25431157315075e-05,2.71894553879448e-55
"Q40",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.273932015841943,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.425237151681495,1,1,1,1,1,1,1,0.169473725081117,1,1,0.148894320398811,1,1,1,1,1,6.0836534554102e-05,0.115421262833319,5.25431157315075e-05,0,3.42028654995204e-32
"knowledge.total",1,1,1,1,1,0.0978429686404787,1,1,1,1,1,1,0.123020425679317,1,1,1,1,1,1,1,1,1,1,1,0.227438365562298,0.529006030823394,0.249886873973023,1,1,0.100809844104802,1,0.711976680477566,0.680456010889064,0.847726762424332,1,1,1,1,1,1,1,0.0366705616329563,5.18018303357494e-06,3.04086548744007e-07,1,1,1,1,1,1,1,1,1,1,0.000168665902526581,1,1,1,0.582191208585518,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.023249756785953,0.109556268131536,1,1,1,1,1,1,1,0.20149641982327,1,1,1,1,1,1,1,0.00560809002772388,0.0742469694861268,1,0.00533277910684539,1,0.103247217382794,1,1,1,4.95068198859352e-63,7.87749762948616e-46,2.71894553879448e-55,3.42028654995204e-32,0
